date;heure;CO;PM25;PM10;NO2;O3
;;mg/m3;microg/m3;microg/m3;microg/m3;microg/m3
16/02/2013;7;1;20;29;79;2
16/02/2013;8;1;19;28;77;2
16/02/2013;9;1;21;31;79;5
16/02/2013;10;1;31;40;92;6
16/02/2013;11;1;38;47;94;13
16/02/2013;12;1;38;48;91;11
16/02/2013;13;0;28;35;43;47
16/02/2013;14;0;12;22;33;57
16/02/2013;15;0;11;18;30;59
16/02/2013;16;0;15;19;42;46
16/02/2013;17;1;14;19;48;39
16/02/2013;18;1;16;25;62;21
16/02/2013;19;1;21;31;65;12
16/02/2013;20;1;30;38;71;5
16/02/2013;21;1;34;43;67;6
16/02/2013;22;1;34;43;54;13
16/02/2013;23;1;35;41;53;9
16/02/2013;24;1;33;38;48;11
17/02/2013;1;1;29;35;51;8
17/02/2013;2;1;29;31;45;16
17/02/2013;3;1;29;32;42;19
17/02/2013;4;1;27;28;39;17
17/02/2013;5;0;30;31;42;10
17/02/2013;6;1;33;36;52;1
17/02/2013;7;0;35;34;47;4
17/02/2013;8;0;29;30;39;12
17/02/2013;9;0;25;25;34;19
17/02/2013;10;0;24;25;36;20
17/02/2013;11;0;23;24;32;27
17/02/2013;12;0;22;23;29;34
17/02/2013;13;0;20;21;27;37
17/02/2013;14;0;18;20;24;48
17/02/2013;15;0;19;21;23;51
17/02/2013;16;0;20;22;24;48
17/02/2013;17;0;17;17;29;42
17/02/2013;18;0;19;20;35;34
17/02/2013;19;1;22;23;44;22
17/02/2013;20;1;25;27;50;15
17/02/2013;21;1;30;27;50;13
17/02/2013;22;1;32;30;39;19
17/02/2013;23;1;30;29;39;18
17/02/2013;24;1;29;28;39;19
18/02/2013;1;1;27;26;35;21
18/02/2013;2;1;23;20;33;23
18/02/2013;3;1;23;20;32;21
18/02/2013;4;0;23;21;31;20
18/02/2013;5;1;22;20;35;14
18/02/2013;6;1;24;23;43;7
18/02/2013;7;1;25;24;52;3
18/02/2013;8;1;27;28;54;4
18/02/2013;9;1;30;39;47;10
18/02/2013;10;1;30;37;47;13
18/02/2013;11;1;35;40;48;16
18/02/2013;12;1;35;41;38;27
18/02/2013;13;1;30;31;36;34
18/02/2013;14;1;26;31;33;44
18/02/2013;15;1;24;31;38;40
18/02/2013;16;1;24;27;38;39
18/02/2013;17;1;23;26;45;31
18/02/2013;18;1;23;27;47;27
18/02/2013;19;1;27;28;57;15
18/02/2013;20;1;34;32;67;8
18/02/2013;21;1;34;34;70;5
18/02/2013;22;1;36;35;68;3
18/02/2013;23;1;37;37;65;4
18/02/2013;24;1;39;36;68;3
19/02/2013;1;1;43;42;65;3
19/02/2013;2;1;38;36;59;5
19/02/2013;3;1;35;35;57;5
19/02/2013;4;1;42;42;64;2
19/02/2013;5;1;44;43;61;1
19/02/2013;6;1;40;39;64;2
19/02/2013;7;1;43;44;76;2
19/02/2013;8;1;45;52;87;7
19/02/2013;9;1;49;n/d;80;5
19/02/2013;10;1;46;52;70;9
19/02/2013;11;1;45;51;82;10
19/02/2013;12;1;55;59;88;10
19/02/2013;13;1;50;55;73;20
19/02/2013;14;0;40;46;60;31
19/02/2013;15;1;32;40;70;22
19/02/2013;16;1;38;46;73;19
19/02/2013;17;0;33;42;73;16
19/02/2013;18;1;30;36;83;5
19/02/2013;19;1;34;38;84;5
19/02/2013;20;1;37;40;81;6
19/02/2013;21;1;43;44;80;3
19/02/2013;22;1;45;46;83;2
19/02/2013;23;1;48;47;75;2
19/02/2013;24;1;50;52;66;2
20/02/2013;1;1;55;n/d;64;2
20/02/2013;2;1;58;n/d;64;2
20/02/2013;3;1;59;n/d;62;1
20/02/2013;4;1;58;n/d;60;1
20/02/2013;5;1;58;n/d;58;1
20/02/2013;6;1;59;n/d;58;1
20/02/2013;7;1;59;n/d;58;1
20/02/2013;8;1;60;n/d;58;2
20/02/2013;9;1;61;n/d;50;5
20/02/2013;10;1;57;n/d;43;10
20/02/2013;11;1;50;n/d;31;21
20/02/2013;12;1;36;n/d;30;26
20/02/2013;13;0;29;n/d;32;30
20/02/2013;14;1;n/d;n/d;35;28
20/02/2013;15;0;n/d;n/d;38;26
20/02/2013;16;0;n/d;n/d;42;27
20/02/2013;17;0;27;n/d;44;25
20/02/2013;18;0;24;n/d;44;27
20/02/2013;19;0;19;n/d;49;24
20/02/2013;20;0;19;n/d;51;19
20/02/2013;21;1;25;31;58;8
20/02/2013;22;0;26;33;48;21
20/02/2013;23;0;17;22;38;32
20/02/2013;24;0;13;n/d;35;32
21/02/2013;1;0;11;n/d;32;36
21/02/2013;2;0;13;15;30;35
21/02/2013;3;0;11;16;31;31
21/02/2013;4;0;14;20;31;27
21/02/2013;5;0;18;22;35;21
21/02/2013;6;0;22;26;44;11
21/02/2013;7;0;23;30;56;5
21/02/2013;8;0;23;34;55;10
21/02/2013;9;0;23;35;44;22
21/02/2013;10;0;23;35;32;36
21/02/2013;11;0;17;31;30;44
21/02/2013;12;0;17;31;27;52
21/02/2013;13;0;17;25;26;54
21/02/2013;14;0;15;26;28;57
21/02/2013;15;0;13;22;29;56
21/02/2013;16;0;12;20;35;51
21/02/2013;17;0;10;18;35;51
21/02/2013;18;0;11;17;36;48
21/02/2013;19;0;12;19;35;51
21/02/2013;20;0;11;19;33;51
21/02/2013;21;0;12;16;34;48
21/02/2013;22;0;11;17;31;47
21/02/2013;23;0;11;16;34;38
21/02/2013;24;0;15;21;43;21
22/02/2013;1;0;23;29;38;22
22/02/2013;2;0;25;32;34;24
22/02/2013;3;0;23;31;33;28
22/02/2013;4;0;20;24;31;34
22/02/2013;5;0;15;19;33;31
22/02/2013;6;0;20;26;44;15
22/02/2013;7;0;25;32;55;4
22/02/2013;8;0;27;37;51;9
22/02/2013;9;0;24;35;50;21
22/02/2013;10;0;23;33;41;30
22/02/2013;11;0;23;35;30;49
22/02/2013;12;0;22;39;27;56
22/02/2013;13;0;23;31;32;47
22/02/2013;14;0;25;34;34;45
22/02/2013;15;0;24;34;38;41
22/02/2013;16;0;24;32;36;47
22/02/2013;17;0;25;33;48;30
22/02/2013;18;0;26;37;49;30
22/02/2013;19;0;28;41;55;23
22/02/2013;20;0;30;41;49;30
22/02/2013;21;0;33;41;47;27
22/02/2013;22;0;34;40;39;34
22/02/2013;23;0;35;44;35;34
22/02/2013;24;0;34;39;37;32
23/02/2013;1;0;33;40;33;35
23/02/2013;2;0;34;39;30;36
23/02/2013;3;0;35;41;31;32
23/02/2013;4;0;37;44;30;34
23/02/2013;5;0;39;n/d;31;32
23/02/2013;6;0;43;n/d;39;22
23/02/2013;7;0;48;58;44;23
23/02/2013;8;0;49;55;43;23
23/02/2013;9;0;48;55;36;34
23/02/2013;10;0;49;57;32;40
23/02/2013;11;0;54;62;30;40
23/02/2013;12;0;55;63;33;41
23/02/2013;13;0;57;67;37;38
23/02/2013;14;0;60;69;37;39
23/02/2013;15;0;54;64;39;39
23/02/2013;16;0;48;59;44;40
23/02/2013;17;0;47;56;52;30
23/02/2013;18;1;50;57;58;24
23/02/2013;19;0;48;59;53;29
23/02/2013;20;0;45;57;51;28
23/02/2013;21;0;46;53;42;33
23/02/2013;22;0;43;51;40;31
23/02/2013;23;1;43;52;41;28
23/02/2013;24;0;39;45;37;29
24/02/2013;1;0;34;43;33;35
24/02/2013;2;0;30;42;30;38
24/02/2013;3;0;31;38;28;39
24/02/2013;4;0;29;36;28;39
24/02/2013;5;0;28;36;26;41
24/02/2013;6;0;27;34;27;37
24/02/2013;7;0;30;35;33;30
24/02/2013;8;0;31;36;36;29
24/02/2013;9;0;30;36;28;38
24/02/2013;10;0;30;35;25;40
24/02/2013;11;0;28;33;26;42
24/02/2013;12;1;26;31;30;41
24/02/2013;13;1;25;32;32;43
24/02/2013;14;0;24;29;29;46
24/02/2013;15;1;24;29;31;45
24/02/2013;16;1;23;29;33;43
24/02/2013;17;1;23;26;40;37
24/02/2013;18;1;24;28;42;34
24/02/2013;19;1;26;30;45;30
24/02/2013;20;1;27;35;44;29
24/02/2013;21;1;28;31;38;31
24/02/2013;22;1;28;33;35;32
24/02/2013;23;1;27;31;33;32
24/02/2013;24;1;25;28;32;31
25/02/2013;1;0;25;31;30;31
25/02/2013;2;0;25;28;27;33
25/02/2013;3;0;25;28;27;31
25/02/2013;4;0;27;30;26;31
25/02/2013;5;0;26;30;32;25
25/02/2013;6;0;27;30;47;11
25/02/2013;7;0;28;32;59;4
25/02/2013;8;1;28;33;58;3
25/02/2013;9;1;30;37;55;4
25/02/2013;10;1;32;38;56;4
25/02/2013;11;1;32;39;52;6
25/02/2013;12;1;31;37;48;9
25/02/2013;13;1;33;34;45;13
25/02/2013;14;1;34;37;45;14
25/02/2013;15;1;31;37;54;9
25/02/2013;16;1;29;34;60;5
25/02/2013;17;1;30;36;64;3
25/02/2013;18;1;31;38;68;2
25/02/2013;19;1;33;37;64;2
25/02/2013;20;1;34;39;63;2
25/02/2013;21;1;35;40;63;2
25/02/2013;22;1;33;38;59;1
25/02/2013;23;1;29;33;55;1
25/02/2013;24;1;25;28;55;0
26/02/2013;1;1;23;27;54;1
26/02/2013;2;1;22;25;49;1
26/02/2013;3;1;21;24;46;2
26/02/2013;4;1;20;23;44;2
26/02/2013;5;1;20;25;43;1
26/02/2013;6;1;21;25;44;1
26/02/2013;7;1;23;26;44;1
26/02/2013;8;1;23;27;41;5
26/02/2013;9;1;25;32;42;6
26/02/2013;10;1;28;37;39;15
26/02/2013;11;1;31;42;37;23
26/02/2013;12;1;32;39;40;29
26/02/2013;13;1;39;46;40;35
26/02/2013;14;1;35;43;40;36
26/02/2013;15;1;30;35;45;24
26/02/2013;16;1;29;35;52;17
26/02/2013;17;1;34;41;59;13
26/02/2013;18;1;38;45;64;7
26/02/2013;19;1;38;45;65;6
26/02/2013;20;1;41;49;67;2
26/02/2013;21;1;45;53;66;2
26/02/2013;22;1;47;55;62;2
26/02/2013;23;1;46;54;59;2
26/02/2013;24;1;47;53;55;2
27/02/2013;1;1;49;58;55;1
27/02/2013;2;1;51;61;53;1
27/02/2013;3;1;54;65;49;2
27/02/2013;4;1;57;71;44;4
27/02/2013;5;1;57;70;40;5
27/02/2013;6;1;56;71;43;2
27/02/2013;7;1;54;67;49;0
27/02/2013;8;1;50;62;51;1
27/02/2013;9;1;49;62;44;2
27/02/2013;10;n/d;46;59;n/d;n/d
27/02/2013;11;n/d;49;58;n/d;n/d
27/02/2013;12;n/d;51;63;n/d;n/d
27/02/2013;13;1;50;60;41;3
27/02/2013;14;1;45;56;41;4
27/02/2013;15;1;38;51;41;3
27/02/2013;16;1;31;42;43;3
27/02/2013;17;1;27;38;45;2
27/02/2013;18;1;28;39;47;1
27/02/2013;19;1;29;40;47;1
27/02/2013;20;1;30;39;50;1
27/02/2013;21;1;32;42;48;1
27/02/2013;22;1;34;43;47;1
27/02/2013;23;1;34;41;48;1
27/02/2013;24;1;33;41;49;2
28/02/2013;1;0;32;38;45;1
28/02/2013;2;0;29;36;42;3
28/02/2013;3;0;27;34;38;5
28/02/2013;4;0;24;29;36;6
28/02/2013;5;0;23;28;42;4
28/02/2013;6;0;25;31;49;2
28/02/2013;7;0;23;31;59;2
28/02/2013;8;0;23;32;59;4
28/02/2013;9;0;23;35;61;5
28/02/2013;10;0;21;35;40;17
28/02/2013;11;0;21;31;40;15
28/02/2013;12;0;24;33;40;16
28/02/2013;13;0;24;34;44;14
28/02/2013;14;0;23;36;44;14
28/02/2013;15;0;21;34;46;13
28/02/2013;16;0;20;28;52;8
28/02/2013;17;0;16;27;56;5
28/02/2013;18;0;16;25;58;2
28/02/2013;19;0;17;27;58;2
28/02/2013;20;0;19;26;57;3
28/02/2013;21;0;22;28;59;2
28/02/2013;22;0;24;29;53;2
28/02/2013;23;0;24;30;50;2
28/02/2013;24;0;25;32;46;2
01/03/2013;1;0;27;34;48;2
01/03/2013;2;0;26;34;44;3
01/03/2013;3;0;28;35;40;3
01/03/2013;4;0;32;38;40;2
01/03/2013;5;0;34;40;42;1
01/03/2013;6;0;33;43;44;2
01/03/2013;7;0;34;44;51;1
01/03/2013;8;1;36;47;57;2
01/03/2013;9;1;40;53;58;3
01/03/2013;10;1;41;56;56;4
01/03/2013;11;1;45;61;53;3
01/03/2013;12;0;52;68;49;6
01/03/2013;13;0;54;72;50;7
01/03/2013;14;0;50;65;47;10
01/03/2013;15;0;47;60;46;13
01/03/2013;16;0;39;51;44;25
01/03/2013;17;0;35;48;52;20
01/03/2013;18;0;34;41;59;18
01/03/2013;19;0;30;35;55;23
01/03/2013;20;0;21;29;48;25
01/03/2013;21;0;24;32;48;27
01/03/2013;22;0;23;29;39;34
01/03/2013;23;0;22;31;33;40
01/03/2013;24;0;26;35;36;35
02/03/2013;1;0;27;39;31;40
02/03/2013;2;0;27;38;26;46
02/03/2013;3;0;24;38;24;49
02/03/2013;4;0;23;38;21;52
02/03/2013;5;0;25;38;18;55
02/03/2013;6;0;26;36;25;47
02/03/2013;7;0;24;37;24;46
02/03/2013;8;0;27;39;28;41
02/03/2013;9;0;30;44;32;39
02/03/2013;10;0;30;43;28;44
02/03/2013;11;0;26;40;26;45
02/03/2013;12;0;27;40;28;44
02/03/2013;13;0;31;42;30;42
02/03/2013;14;0;33;48;26;47
02/03/2013;15;0;32;48;32;44
02/03/2013;16;0;31;45;39;38
02/03/2013;17;0;31;48;43;33
02/03/2013;18;0;34;47;41;36
02/03/2013;19;0;33;48;37;38
02/03/2013;20;0;36;50;38;33
02/03/2013;21;0;41;57;36;35
02/03/2013;22;0;48;64;34;34
02/03/2013;23;0;51;70;29;37
02/03/2013;24;0;52;70;30;33
03/03/2013;1;0;46;66;32;33
03/03/2013;2;0;46;63;31;31
03/03/2013;3;0;47;64;32;31
03/03/2013;4;0;45;64;27;37
03/03/2013;5;0;44;61;22;41
03/03/2013;6;0;45;62;28;36
03/03/2013;7;0;44;59;40;21
03/03/2013;8;1;48;66;38;21
03/03/2013;9;1;52;71;33;26
03/03/2013;10;1;56;74;32;32
03/03/2013;11;0;51;71;28;41
03/03/2013;12;1;52;63;28;48
03/03/2013;13;0;53;66;31;51
03/03/2013;14;0;55;72;29;57
03/03/2013;15;1;57;73;33;58
03/03/2013;16;1;56;72;35;56
03/03/2013;17;1;54;70;40;50
03/03/2013;18;1;51;64;47;43
03/03/2013;19;1;51;66;52;30
03/03/2013;20;1;54;68;49;32
03/03/2013;21;1;50;65;48;28
03/03/2013;22;1;50;64;45;28
03/03/2013;23;1;50;64;46;25
03/03/2013;24;1;50;64;49;19
04/03/2013;1;0;49;61;42;23
04/03/2013;2;1;48;59;46;18
04/03/2013;3;1;41;57;43;19
04/03/2013;4;1;42;55;39;23
04/03/2013;5;1;43;54;36;23
04/03/2013;6;1;42;n/d;49;8
04/03/2013;7;1;46;n/d;60;2
04/03/2013;8;1;50;63;58;7
04/03/2013;9;1;50;70;52;14
04/03/2013;10;1;50;66;40;26
04/03/2013;11;1;47;67;40;30
04/03/2013;12;1;51;68;42;35
04/03/2013;13;0;50;66;48;37
04/03/2013;14;0;47;63;40;48
04/03/2013;15;0;42;58;39;51
04/03/2013;16;0;41;56;38;55
04/03/2013;17;1;42;57;51;44
04/03/2013;18;1;45;61;68;29
04/03/2013;19;1;48;63;91;10
04/03/2013;20;1;51;69;94;8
04/03/2013;21;1;53;72;94;9
04/03/2013;22;1;47;62;73;20
04/03/2013;23;0;37;51;63;26
04/03/2013;24;1;36;49;79;15
05/03/2013;1;0;38;50;53;38
05/03/2013;2;0;38;50;38;50
05/03/2013;3;0;37;50;46;43
05/03/2013;4;0;37;48;52;37
05/03/2013;5;0;32;45;61;28
05/03/2013;6;0;31;47;93;4
05/03/2013;7;1;33;57;101;3
05/03/2013;8;1;32;55;95;6
05/03/2013;9;1;33;64;89;11
05/03/2013;10;0;33;65;81;16
05/03/2013;11;0;33;63;82;18
05/03/2013;12;0;29;52;75;21
05/03/2013;13;0;30;49;60;25
05/03/2013;14;0;30;48;71;16
05/03/2013;15;0;27;47;58;16
05/03/2013;16;0;28;44;55;53
05/03/2013;17;0;18;33;56;53
05/03/2013;18;1;17;30;94;20
05/03/2013;19;1;18;36;110;7
05/03/2013;20;1;22;39;87;19
05/03/2013;21;0;20;31;72;27
05/03/2013;22;0;21;31;67;27
05/03/2013;23;0;21;30;59;31
05/03/2013;24;0;23;27;51;36
06/03/2013;1;0;25;31;44;40
06/03/2013;2;0;24;32;43;39
06/03/2013;3;0;22;32;37;43
06/03/2013;4;0;26;33;37;41
06/03/2013;5;0;25;36;42;34
06/03/2013;6;0;31;41;60;16
06/03/2013;7;0;36;49;92;2
06/03/2013;8;1;37;60;88;4
06/03/2013;9;1;36;59;88;6
06/03/2013;10;1;36;63;95;2
06/03/2013;11;0;35;67;91;10
06/03/2013;12;0;30;61;70;27
06/03/2013;13;0;29;48;70;30
06/03/2013;14;0;26;45;71;28
06/03/2013;15;0;27;46;75;26
06/03/2013;16;0;28;46;77;25
06/03/2013;17;0;27;42;91;16
06/03/2013;18;0;27;45;104;7
06/03/2013;19;1;27;46;95;11
06/03/2013;20;1;30;40;90;9
06/03/2013;21;1;27;37;93;6
06/03/2013;22;0;26;37;94;2
06/03/2013;23;1;28;41;84;8
06/03/2013;24;0;27;39;53;26
07/03/2013;1;0;23;35;57;24
07/03/2013;2;0;22;34;57;22
07/03/2013;3;0;21;29;57;20
07/03/2013;4;0;19;27;40;33
07/03/2013;5;0;20;27;39;27
07/03/2013;6;0;21;30;60;12
07/03/2013;7;0;20;29;81;4
07/03/2013;8;0;19;27;87;2
07/03/2013;9;0;18;28;80;4
07/03/2013;10;0;19;29;64;10
07/03/2013;11;0;21;31;57;11
07/03/2013;12;0;19;26;50;14
07/03/2013;13;0;21;27;43;21
07/03/2013;14;0;22;28;44;27
07/03/2013;15;0;22;36;51;23
07/03/2013;16;0;21;40;55;22
07/03/2013;17;0;19;37;58;18
07/03/2013;18;0;21;35;70;11
07/03/2013;19;1;23;36;81;3
07/03/2013;20;1;28;45;86;2
07/03/2013;21;1;30;48;76;3
07/03/2013;22;1;31;43;69;4
07/03/2013;23;1;27;39;69;3
07/03/2013;24;1;29;37;65;4
08/03/2013;1;1;27;36;60;5
08/03/2013;2;1;25;35;55;8
08/03/2013;3;0;24;29;41;21
08/03/2013;4;0;19;31;41;14
08/03/2013;5;0;21;31;45;12
08/03/2013;6;1;26;29;53;3
08/03/2013;7;1;26;30;66;0
08/03/2013;8;1;25;35;72;1
08/03/2013;9;1;22;41;72;2
08/03/2013;10;1;23;35;65;7
08/03/2013;11;0;20;33;56;14
08/03/2013;12;1;14;26;56;12
08/03/2013;13;0;16;23;56;18
08/03/2013;14;0;12;22;49;44
08/03/2013;15;0;9;16;52;42
08/03/2013;16;0;7;12;45;52
08/03/2013;17;0;5;10;49;49
08/03/2013;18;0;5;12;49;45
08/03/2013;19;0;10;14;57;34
08/03/2013;20;0;12;19;59;30
08/03/2013;21;1;14;24;68;20
08/03/2013;22;0;17;28;60;26
08/03/2013;23;1;18;29;56;27
08/03/2013;24;0;18;29;54;24
09/03/2013;1;0;16;24;36;40
09/03/2013;2;0;7;15;22;61
09/03/2013;3;0;7;9;31;49
09/03/2013;4;0;5;13;34;43
09/03/2013;5;0;5;16;39;36
09/03/2013;6;0;10;17;38;33
09/03/2013;7;0;11;22;40;30
09/03/2013;8;0;11;21;49;24
09/03/2013;9;0;14;24;42;37
09/03/2013;10;0;15;23;34;50
09/03/2013;11;0;13;23;25;61
09/03/2013;12;0;14;23;25;63
09/03/2013;13;0;18;25;27;67
09/03/2013;14;0;16;23;20;77
09/03/2013;15;0;10;19;26;73
09/03/2013;16;0;11;18;37;63
09/03/2013;17;0;11;21;36;62
09/03/2013;18;0;13;22;62;39
09/03/2013;19;0;14;26;49;49
09/03/2013;20;0;16;29;46;49
09/03/2013;21;0;20;37;57;39
09/03/2013;22;0;27;39;90;12
09/03/2013;23;0;22;37;57;30
09/03/2013;24;0;20;33;56;31
10/03/2013;1;1;16;28;51;37
10/03/2013;2;1;10;28;55;35
10/03/2013;3;0;12;25;61;24
10/03/2013;4;0;19;32;73;7
10/03/2013;5;0;20;32;39;34
10/03/2013;6;0;16;25;25;42
10/03/2013;7;0;16;20;27;34
10/03/2013;8;0;17;23;30;33
10/03/2013;9;0;23;29;30;40
10/03/2013;10;0;27;36;28;39
10/03/2013;11;0;29;40;23;33
10/03/2013;12;0;31;40;23;34
10/03/2013;13;0;25;31;27;28
10/03/2013;14;0;21;28;25;36
10/03/2013;15;0;16;24;27;31
10/03/2013;16;0;15;22;27;30
10/03/2013;17;0;16;22;30;25
10/03/2013;18;0;18;23;34;24
10/03/2013;19;0;18;22;32;30
10/03/2013;20;0;22;24;28;34
10/03/2013;21;0;24;30;27;32
10/03/2013;22;0;31;35;27;30
10/03/2013;23;0;30;35;26;30
10/03/2013;24;0;29;35;24;33
11/03/2013;1;0;30;34;22;34
11/03/2013;2;0;36;39;22;31
11/03/2013;3;0;34;40;22;32
11/03/2013;4;0;31;39;21;34
11/03/2013;5;0;32;38;23;30
11/03/2013;6;0;34;39;33;23
11/03/2013;7;0;34;41;38;20
11/03/2013;8;0;38;46;50;14
11/03/2013;9;0;39;49;46;17
11/03/2013;10;0;39;46;42;18
11/03/2013;11;0;35;43;42;17
11/03/2013;12;0;39;43;38;17
11/03/2013;13;0;37;46;40;24
11/03/2013;14;0;41;47;38;17
11/03/2013;15;0;36;46;38;16
11/03/2013;16;0;34;44;43;14
11/03/2013;17;0;31;43;42;16
11/03/2013;18;0;32;38;45;16
11/03/2013;19;0;33;40;50;12
11/03/2013;20;0;33;41;47;13
11/03/2013;21;0;31;38;49;11
11/03/2013;22;0;30;37;49;10
11/03/2013;23;0;31;35;48;9
11/03/2013;24;0;29;33;41;15
12/03/2013;1;0;28;30;40;16
12/03/2013;2;0;24;31;33;24
12/03/2013;3;0;27;33;30;28
12/03/2013;4;0;29;36;31;31
12/03/2013;5;0;29;33;31;34
12/03/2013;6;0;29;34;35;32
12/03/2013;7;0;28;33;42;30
12/03/2013;8;0;28;32;46;32
12/03/2013;9;0;28;33;46;35
12/03/2013;10;0;27;32;44;36
12/03/2013;11;0;27;32;39;44
12/03/2013;12;0;n/d;n/d;44;43
12/03/2013;13;n/d;n/d;n/d;n/d;n/d
12/03/2013;14;n/d;n/d;n/d;n/d;n/d
12/03/2013;15;n/d;n/d;n/d;n/d;n/d
12/03/2013;16;n/d;22;23;n/d;42
12/03/2013;17;n/d;21;24;n/d;41
12/03/2013;18;n/d;21;22;n/d;40
12/03/2013;19;n/d;18;20;n/d;38
12/03/2013;20;n/d;19;23;n/d;39
12/03/2013;21;n/d;21;23;n/d;43
12/03/2013;22;n/d;19;23;n/d;43
12/03/2013;23;n/d;19;23;n/d;44
12/03/2013;24;n/d;17;19;n/d;42
13/03/2013;1;n/d;19;22;n/d;43
13/03/2013;2;n/d;20;24;n/d;41
13/03/2013;3;n/d;22;26;n/d;39
13/03/2013;4;n/d;22;27;n/d;36
13/03/2013;5;n/d;24;30;n/d;31
13/03/2013;6;n/d;27;33;n/d;19
13/03/2013;7;n/d;28;34;n/d;13
13/03/2013;8;n/d;30;35;n/d;25
13/03/2013;9;n/d;30;38;n/d;25
13/03/2013;10;n/d;32;38;n/d;31
13/03/2013;11;n/d;32;43;n/d;31
13/03/2013;12;n/d;34;45;n/d;25
13/03/2013;13;n/d;35;44;n/d;37
13/03/2013;14;n/d;32;43;n/d;43
13/03/2013;15;n/d;32;41;n/d;60
13/03/2013;16;n/d;28;35;n/d;51
13/03/2013;17;n/d;23;32;n/d;52
13/03/2013;18;n/d;12;15;n/d;49
13/03/2013;19;n/d;13;20;n/d;40
13/03/2013;20;n/d;15;24;n/d;39
13/03/2013;21;n/d;17;23;n/d;41
13/03/2013;22;n/d;20;27;n/d;36
13/03/2013;23;n/d;20;28;n/d;33
13/03/2013;24;n/d;20;27;n/d;30
14/03/2013;1;n/d;16;27;n/d;39
14/03/2013;2;n/d;18;26;n/d;35
14/03/2013;3;n/d;17;25;n/d;32
14/03/2013;4;n/d;18;24;n/d;33
14/03/2013;5;n/d;17;25;n/d;26
14/03/2013;6;n/d;19;24;n/d;22
14/03/2013;7;n/d;15;20;n/d;20
14/03/2013;8;n/d;14;21;n/d;27
14/03/2013;9;n/d;18;24;n/d;22
14/03/2013;10;n/d;24;35;n/d;21
14/03/2013;11;n/d;26;37;n/d;37
14/03/2013;12;n/d;18;27;n/d;67
14/03/2013;13;n/d;13;20;n/d;77
14/03/2013;14;n/d;7;19;n/d;74
14/03/2013;15;n/d;8;21;n/d;65
14/03/2013;16;n/d;10;21;n/d;66
14/03/2013;17;n/d;11;23;n/d;49
14/03/2013;18;n/d;13;23;n/d;51
14/03/2013;19;n/d;11;22;n/d;33
14/03/2013;20;n/d;14;24;n/d;39
14/03/2013;21;n/d;16;25;n/d;25
14/03/2013;22;n/d;18;27;n/d;31
14/03/2013;23;n/d;17;27;n/d;26
14/03/2013;24;n/d;16;25;n/d;27
15/03/2013;1;n/d;15;24;n/d;26
15/03/2013;2;n/d;16;28;n/d;26
15/03/2013;3;n/d;14;25;n/d;9
15/03/2013;4;n/d;15;24;n/d;11
15/03/2013;5;n/d;14;24;n/d;12
15/03/2013;6;n/d;13;25;n/d;2
15/03/2013;7;n/d;15;29;n/d;2
15/03/2013;8;n/d;18;38;n/d;6
15/03/2013;9;n/d;16;37;n/d;18
15/03/2013;10;n/d;14;34;n/d;45
15/03/2013;11;n/d;13;31;n/d;55
15/03/2013;12;n/d;14;29;n/d;58
15/03/2013;13;n/d;12;25;n/d;64
15/03/2013;14;n/d;13;31;n/d;66
15/03/2013;15;n/d;12;26;n/d;67
15/03/2013;16;n/d;n/d;n/d;n/d;61
15/03/2013;17;n/d;n/d;n/d;n/d;63
15/03/2013;18;n/d;14;n/d;n/d;54
15/03/2013;19;n/d;15;27;n/d;48
15/03/2013;20;n/d;18;24;n/d;39
15/03/2013;21;n/d;20;28;n/d;37
15/03/2013;22;n/d;17;26;n/d;46
15/03/2013;23;n/d;16;24;n/d;52
15/03/2013;24;n/d;18;22;n/d;49
16/03/2013;1;n/d;18;24;n/d;47
16/03/2013;2;n/d;18;24;n/d;52
16/03/2013;3;n/d;19;24;n/d;50
16/03/2013;4;n/d;18;22;n/d;50
16/03/2013;5;n/d;16;22;n/d;47
16/03/2013;6;n/d;15;23;n/d;38
16/03/2013;7;n/d;16;24;n/d;39
16/03/2013;8;n/d;16;26;n/d;43
16/03/2013;9;n/d;17;27;n/d;45
16/03/2013;10;n/d;18;29;n/d;45
16/03/2013;11;n/d;19;29;n/d;43
16/03/2013;12;n/d;20;30;n/d;52
16/03/2013;13;n/d;18;25;n/d;57
16/03/2013;14;n/d;17;24;n/d;65
16/03/2013;15;n/d;14;20;n/d;65
16/03/2013;16;n/d;15;22;n/d;46
16/03/2013;17;n/d;15;23;n/d;39
16/03/2013;18;n/d;15;25;n/d;51
16/03/2013;19;n/d;14;21;n/d;42
16/03/2013;20;n/d;15;23;n/d;49
16/03/2013;21;n/d;15;20;n/d;48
16/03/2013;22;n/d;16;19;n/d;45
16/03/2013;23;n/d;16;19;n/d;44
16/03/2013;24;n/d;15;18;n/d;47
17/03/2013;1;n/d;13;16;n/d;43
17/03/2013;2;n/d;11;14;n/d;46
17/03/2013;3;n/d;10;14;n/d;49
17/03/2013;4;n/d;9;13;n/d;56
17/03/2013;5;n/d;8;15;n/d;63
17/03/2013;6;n/d;8;15;n/d;56
17/03/2013;7;n/d;8;16;n/d;50
17/03/2013;8;n/d;8;15;n/d;55
17/03/2013;9;n/d;8;12;n/d;58
17/03/2013;10;n/d;7;14;n/d;61
17/03/2013;11;n/d;7;15;n/d;66
17/03/2013;12;n/d;6;17;n/d;70
